Title,Author,Average Rating,Rating,Year Published,Edition
Introduction to Statistics and Data Analysis Student Study Guide and Workbook,Robert S. Lockhart,0.00,0,1997,1
Advanced Math: Precalculus with Discrete Mathematics and Data Analysis,Houghton Mifflin,4.00,1,1993,3
"Selected Contributions in Data Analysis and Classification (Studies in Classification, Data Analysis, and Knowledge Organization)",Paula Brito,2.50,2,2007,2
The Christoffel–Darboux Kernel for Data Analysis (Cambridge Monographs on Applied and Computational Mathematics),Jean Bernard Lasserre,0.00,0,0,2
Advanced Data Analysis in Neuroscience: Integrating Statistical and Computational Models (Bernstein Series in Computational Neuroscience),Daniel Durstewitz,0.00,0,0,4
Applied Machine Learning for Smart Data Analysis,Nilanjan Dey,5.00,1,0,6
Multivariate Data Analysis,HAIR,4.00,1,0,1
"Python Crash Course: introduction to Programming with Python Coding Language + Python for data analysis: introduction to Programming with Python Coding Language,Crash Course",Eric Marston,0.00,0,0,2
"Python Data Science: The Ultimate Handbook for Beginners on How to Explore NumPy for Numerical Data, Pandas for Data Analysis, IPython, Scikit-Learn and Tensorflow for Machine Learning and Business",Jessica Rizzo,0.00,0,0,1
The 4-Step Thematic Data Analysis With MAXQDA,Amanfi,0.00,0,0,1
From Social Science to Data Science: Key Data Collection and Analysis Skills in Python,Bernie Hogan,0.00,0,0,7
Python Programming for Data Analysis,José Unpingco,0.00,0,2021,3
"PYTHON FOR BEGINNERS: The Ultimate Guide to Learn Python, the Secrets of Machine Language Learning, Data Science Analysis and Data Analytics, Coding Language for Beginners.",Anthony Hack,0.00,0,0,1
"Bundle: Business Analytics: Data Analysis & Decision Making, Loose-Leaf Version, 7th + MindTap Business Statistics, 1 term (6 months) Printed Access Card",S. Christian Albright,5.00,1,0,1
The Sage Handbook of Qualitative Data Analysis,Uwe Flick,0.00,0,0,1
Statistical Data Analysis and Entropy,Nobuoki Eshima,2.50,2,0,3
"Data Science, Learning by Latent Structures, and Knowledge Discovery (Studies in Classification, Data Analysis, and Knowledge Organization)",Berthold Lausen,4.00,1,2014,3
"STATISTICS AND DATA ANALYSIS with MATLAB. SUPPORT VECTOR MACHINE, LOGISTIC REGRESSION, DISCRIMINANT ANALYSIS, and DECISION TREES",C. Perez,0.00,0,0,1
Advanced Analytics with Excel 2019: Perform Data Analysis Using Excel’s Most Popular Features,Manisha Nigam,0.00,0,0,1
R Machine Learning: Exploratory Data Analysis,Maurizio Schiavi,3.00,2,0,1
"Data Analysis & Interpretation | Based on the emerging trends of Banking, Insurance and Other Competitive Examinations",Arun Sharma,0.00,0,0,1
SYSTEMATIC GUIDE TO QUALITATIVE DATA ANALYSIS: within the COSTA Postgraduate Research Model,King Costa (PhD),0.00,0,0,1
New Developments in Categorical Data Analysis for the Social and Behavioral Sciences,Marcel A. Croon,0.00,0,2004,1
Exploring Statistics: A Modern Introduction to Data Analysis and Inference - Larry J. Kitchens - Paperback,Larry J. Kitchens,0.00,0,1000,1
Missing Data Analysis: Making It Work in the Real World (Annual Review of Psychology Book 60),John W. Graham,0.00,0,2012,1
"Asteroseismic Data Analysis: Foundations and Techniques (Princeton Series in Modern Observational Astronomy, 4)",Sarbani Basu,0.00,0,0,3
Second Language Learning Data Analysis : Teachers Manual,Susan M. Gass,0.00,0,1998,9
Data Analysis Using STATA (Economics Course Book 3),Sikander Sultan,5.00,2,0,1
Correlation and Regression: How to use in data analysis: Using IBM SPSS and Eviews,Jonathan Sarwono,0.00,0,0,1
"Frontiers in Major League Baseball: Nonparametric Analysis of Performance Using Data Envelopment Analysis (Sports Economics, Management and Policy Book 1)",John Ruggiero,4.00,1,2010,6
Advances in Intelligent Data Analysis V,John Shawe-Taylor,3.50,2,2007,2
Data Analysis and Interpretation in the Behavioral Sciences,Eugene B. Zechmeister,0.00,0,2002,3
Introducing Data Analysis for Social Scientists/Book and Disk,David        Rose,3.00,1,1993,4
Computer-Based Data Analysis: Using Spss in the Social and Behavioral Sciences (Nelson-Hall Series in Psychology),David Rowland,4.00,2,1990,1
Data Construction and Data Analysis for Survey Research,Raymond Kent,2.00,1,2001,3
Data Analysis with Small Samples and Non-Normal Data: Nonparametrics and Other Strategies,Carl F. Siebert,0.00,0,0,4
Javascript and Jquery for Data Analysis and Visualization,Jon Raasch and Graham Murray,0.00,0,0,2
Introduction to Spatial Data Analysis,Martin Wegmann,0.00,0,0,1
Image Processing and Data Analysis with ERDAS IMAGINE®,Stacy A.C. Nelson,0.00,0,0,1
Modeling and Data Analysis: An Introduction With Environmental Applications,John B Little,4.00,1,0,1
"LSAT PrepTest 81 Unlocked: Exclusive Data, Analysis & Explanations for the June 2017 LSAT",Kaplan Test Prep,0.00,0,0,3
Qualitative Data Analysis with ATLAS.ti,Susanne Friese,0.00,0,0,2
PYTHON DATA SCIENCE: THE ULTIMATE STEP BY STEP BEGINNER’S GUIDE WITH TOOLS AND PRINCIPLES FOR CODING AND DATA ANALYSIS PLUS HANDS-ON PROJECTS TO HAVE A SUCCESSFUL PRACTICAL PROGRAMMING FROM SCRATCH,ADRIENNE HAWKES MATTHES,0.00,0,0,2
"Advanced Quality Auditing: An Auditor’s Review of Risk Management, Lean Improvement, and Data Analysis",Lance B. Coleman,0.00,0,0,1
Service Productivity Management: Improving Service Performance using Data Envelopment Analysis,H. David Sherman,5.00,2,2006,6
"Bioinformatics and Biomarker Discovery: ""Omic"" Data Analysis for Personalized Medicine",Francisco Azuaje,0.00,0,2011,1
Translational Bioinformatics Applications in Healthcare,Khalid Raza,5.00,1,0,3
Understanding Downhole Microseismic Data Analysis: With Applicatoins in Hydraulic Fracture Monitoring,Jubran Akram,0.00,0,0,1
PYTHON: 2 Books in 1: Python Programming & Data Science. Master Data Analysis from Scratch and Discover the Secrets of Machine Learning with Step-by-Step Exercises,Jason Callaway,0.00,0,0,2
SPSS: The Ultimate Data Analysis Tool,Steven Bright,0.00,0,0,2
"Decision Making Handbook: Decision Trees, Management Science, Strategy, Risk Analysis, Data Engineering Tactics, Organizations Systems, Leadership, Problem Solving Principles, Theory & Approaches.",Jerry Ramonyai,5.00,2,0,407
Python Programming for Beginners: The Ultimate Guide to Learn Python Programming - The Complete Crash Course to Mastering Python with Practical Applications to Data Analysis.,Richard Mendez,0.00,0,0,2
Statistical Thinking and Data Analysis Methods for Managers,Wynn Anthony Abranovic,4.00,1,1997,2
Art of Data Analysis: How to Answer Almost Any Question Using Basic Statistics,Kristin H Jarman,0.00,0,2013,1
Your Research: Data Analysis F or Introd,Hinze,0.00,0,1962,1
The SPSS guide to data analysis,Marija J. Norusis,0.00,0,0,1
Statistics and Data Analysis for Social Workers,John L. Craft,0.00,0,1985,1
Representation of Molecules and Molecular Systems in Data Analysis and Modeling,Egon Willighagen,5.00,1,2008,1
SPSS GUIDE FOR BEGINNERS AND PROS: A Simplified Step-by-Step Guide to Data Analysis and Interpretation Using SPSS,Billy York,0.00,0,0,3
Understanding Black Africa: Data and Analysis of Social Change and Nation Building,Donald George Morrison,0.00,0,1988,5
Genetic Data Analysis,Bruce S. Weir,0.00,0,0,5
Modern Data Analysis: A First Course in Applied Statistics,Lawrence C. Hamilton,0.00,0,1998,5
Quantitative Data Analysis with SPSS for Windows: A Guide for Social Scientists,Alan Bryman,0.00,0,0,2
Applied Data Analysis and Modeling for Energy Engineers and Scientists,T. Agami Reddy,4.00,1,2011,1
Highlighting the Importance of Big Data Management and Analysis for Various Applications,Mohammad Moshirpour,1.00,1,0,3
"UX: 4 Books in 1: Beginner's Guide+ Best Practices and Tips for Data Analysis + Design Mastery Crafting User-Centered Products, Advanced methods to learn UX Design: Programming",Ryan  Matthews,0.00,0,0,2
Professional SQL Server 2000 Data Warehousing with Analysis Services,Chris Graves,3.00,2,2001,2
Soft Computing And Intelligent Data Analysis In Oil Exploration,Masoud Nikravesh,0.00,0,2003,5
"Introduction to Data Analysis Using Minitab for Windows, An",Kathleen McLaughlin,4.00,1,2004,5
Data Analysis with JMP-IN 4.0,Thomas Johnson,5.00,1,2000,1
Finite Algorithms in Optimization and Data Analysis (Wiley Series in Probability and Statistics - Applied Probability and Statistics Section),Michael R. Osborne,0.00,0,1985,1
"Data transmission: Analysis, design, applications",Dogan A. Tugal,0.00,0,1981,3
Introduction to data analysis and statistical inference (A Rand Graduate Institute book),Carl Morris,0.00,0,1981,1
Data Analysis: The Key to Data Base Design,Richard C. Perkinson,4.00,1,1984,1
"Using R and RStudio for Data Management, Statistical Analysis, and Graphics",Nicholas J. Horton,0.00,0,2015,1
Operational Risk Management: A Practical Approach to Intelligent Data Analysis,Ron S. Kenett,4.00,1,2010,10
Matrix-Based Introduction to Multivariate Data Analysis,Kohei Adachi,2.00,1,0,9
Data Analytics For Beginners: The Ultimate Guide To Learn and Master Data Analysis: How to Integrate Analytics into Your Business.,Florino Alfeche,5.00,1,0,1
Data Analysis Using STATA: INTRODUCTION,Sikander Sultan,5.00,2,0,1
Matlab: data analysis and visualization,Antonio Siciliano,0.00,0,2008,5
R Data Analysis Without Programming,David W. Gerbing,0.00,0,2013,5
Essential First Steps to Data Analysis: Scenario-Based Examples Using SPSS,Carol S. Parke,0.00,0,2012,8
Python For Data Analysis: A Beginner's Guide to Learn Data Analysis with Python Programming.,John Hush,0.00,0,0,3
"Machine Learning for Beginners: The Beginner's Guide to Big Data Analytics, Data Science, Data Analysis with Machine Learning",Leonard Deep,0.00,0,0,1
"Swing Trading Options: A beginner’s guide to start making money online gaining big profits day by day with secret strategies, plots, data analysis and mastering financial leverage and risk management",Douglas Elder,0.00,0,0,1
"Fundamentals of Image Data Mining: Analysis, Features, Classification and Retrieval",Dengsheng Zhang,0.00,0,0,4
Microsoft Excel 2019: Data Analysis and Business Modeling,Wayne L. Winston,4.00,1,0,1
Applied Data Analysis and Modeling for Energy Engineers and Scientists,T. Agami Reddy,0.00,0,2011,6
"Case Studies in Data Analysis (Lecture Notes in Statistics, 94)",J.F. Gentleman,4.00,1,1994,3
Data Analysis for Scientists and Engineers,Edward L. Robinson,0.00,0,0,3
"Classification and Data Mining (Studies in Classification, Data Analysis, and Knowledge Organization)",Antonio Giusti,4.00,1,2012,4
High-Dimensional Data Analysis,T. Tony Cai,0.00,0,2011,2
From Data and Information Analysis to Knowledge Engineering: 29th Annual Conference in March 2005,Myra Spiliopoulou,4.00,1,2006,2
Molecular Data Analysis Using R,Csaba Ortutay,5.00,1,0,1
Comparative Approaches to Using R and Python for Statistical Data Analysis,Rui Sarmento,0.00,0,0,1
"R: Computer Programming: R Bootcamp - Learn The Basics Of R Programming (Software Design, R Crash Course)",David   Maxwell,1.00,1,0,1
Data Analysis with Competing Risks and Intermediate States (Chapman & Hall/CRC Biostatistics Series),Ronald Geskus,4.00,1,2014,2
"Computational Methods and Data Analysis for Metabolomics (Methods in Molecular Biology, 2104)",Shuzhao Li,0.00,0,0,3
Python Programming Advanced: The Guide for Data Analysis and Data Science. Discover Machine Learning With the optimum Recipes for Mastering Python and Powerful Object-Oriented Programming,Eric Matthews,0.00,0,0,1
Exact Statistical Methods for Data Analysis (Springer Series in Statistics),Samaradasa Weerahandi,3.00,1,2003,10
An Introduction to R: Data Analysis and Visualization,Mark Gardener,0.00,0,0,3
Graphical Models: Methods for Data Analysis and Mining,Christian Borgelt,4.00,1,2002,1
Panel Data Analysis using EViews,I Gusti Ngurah Agung,0.00,0,2013,1
Data Envelopment Analysis,Zhu Joe Cook Wade D,4.00,1,2014,2
Fitting Equations to Data: Computer Analysis of Multifactor Data (Wiley Series in Probability and Statistics),Cuthbert Daniel,0.00,0,1980,2
Multicultural Social Work Research Methods & Data Analysis,Thanh V. Tran,0.00,0,2014,1
"Data Envelopment Analysis: A Handbook of Models and Methods (International Series in Operations Research & Management Science, 221)",Joe Zhu,4.00,1,2015,4
"Practical Data Analysis: Case Studies in Business Statistics (Instructor's Manual) (Volumes 1, 2,&3 (I, II, III))",Peter G. Bryant,0.00,0,0,1
"Photoacoustic IR Spectroscopy: Instrumentation, Applications and Data Analysis",Kirk H. Michaelian,4.00,3,2003,14
Financial Statements Analysis with ChatGPT: Learn how to save time by building simple AI-powered financial data analysis tools in Python,Dobromir Dikov,5.00,1,0,1
Ownership Structure and Corporate Performance: A Panel Data Analysis for the German Market,Katinka Wölfer,4.50,2,0,3
From Social Data Mining and Analysis to Prediction and Community Detection (Lecture Notes in Social Networks),Kaya,0.00,0,0,4
The 7 Steps of Data Analysis,William M. Bannon,5.00,1,0,1
Mass Spectrometry Data Analysis in Proteomics,Rune Matthiesen,0.00,0,2013,8
"Betfair : Sports Trading Pre- Match, In-Play Odds Data and Analysis Part I",Miguel Lawrence,2.00,1,0,2
Performing Data Analysis Using IBM SPSS,Meyers Guarino,0.00,0,0,1
Data Analysis for Development (UGC (Monographs) Series in Economics),Robert Klitgaard,0.00,0,1985,1
"Instrumental Data for Drug Analysis, 1 (Elsevier Series in Forensic and Police Science) (v. 1)",Terry Mills III,4.00,2,1992,6
Reconstructing Large-Scale Climatic Patterns from Tree-Ring Data: A Diagnostic Analysis,Harold C. Fritts,4.00,2,1991,4
"Advances in Classification and Data Analysis (Studies in Classification, Data Analysis, and Knowledge Organization)",Simone Borra,4.00,1,2001,3
From Curve Fitting to Machine Learning: An Illustrative Guide to Scientific Data Analysis and Computational Intelligence,Achim Zielesny,2.00,1,2011,1
Multivariate Exploratory Data Analysis: A Perspective on Exploratory Factor Analysis,Allen Yates,0.00,0,1988,1
Python Programming For Beginners And Python For Data Analysis: Master the Basics of Data Analysis in Python Using Numpy & Pandas Answers all your Questions ... Beginners: A Friendly Q & A Guide Book 4),Ryshith Doyle,3.00,1,0,1
"Data: Research Methodology, Analysis, Assessing, Experimentation, Exploration, Exploring Assessment, Fact Finding, Checking, Field Work, Inspection, Interpretation, ... Investigation, Learning New Things.",Jerry Ramonyai,0.00,0,0,23
"Research Methodology: Research Design, Methods, Data Analysis, Questions, Proposal, Report Writing, Quick Reference Guide Handbook, Education, Psychology, Quantitative, Qualitative & Mixed Methods.",Jerry Ramonyai,5.00,2,0,47
"Introduction to Biological Data Analysis in Python: With realistic examples and exercises across genetics, genomics, ecology, conservation, epidemiology and microbiology.",Stilianos Louca,5.00,1,0,1
"Data Analysis In Microsoft Excel: Complete Guide To Help Businesses, Organizations & Individuals Make Informed Decisions Based On The Insights Of Their Data",Maxwell Angelou,0.00,0,0,1
High-Dimensional Data Analysis,T. Tony Cai,0.00,0,2011,2
"Classification and Data Mining (Studies in Classification, Data Analysis, and Knowledge Organization)",Antonio Giusti,4.00,1,2012,4
Data Analysis for Scientists and Engineers,Edward L. Robinson,0.00,0,0,3
From Data and Information Analysis to Knowledge Engineering: 29th Annual Conference in March 2005,Myra Spiliopoulou,4.00,1,2006,2
"Case Studies in Data Analysis (Lecture Notes in Statistics, 94)",J.F. Gentleman,4.00,1,1994,3
